age,type_employer,fnlwgt,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
26,Private,343680,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,12,0,60,United-States,<=50K
36,Private,153930,10th,7,Married-civ-spouse,Other-service,Husband,White,Male,19,0,40,United-States,<=50K
48,Private,254451,5th-6th,4,Married-civ-spouse,Other-service,Husband,White,Male,13,0,40,Poland,<=50K
28,Private,177643,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,47,United-States,<=50K
55,Private,107986,Assoc-voc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K
45,Private,145119,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2624,0,40,?,>50K
63,Local-gov,191197,10th,7,Divorced,Other-service,Unmarried,White,Female,11,0,33,United-States,<=50K
37,Private,346889,12th,7,Divorced,Craft-repair,Not-in-family,White,Female,4,0,40,El-Salvador,<=50K
47,?,220029,11th,7,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,1,40,United-States,<=50K
28,?,353767,Some-college,7,Never-married,Adm-clerical,Other-relative,Black,Female,3,0,40,United-States,<=50K
54,Self-emp-inc,183682,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15187,0,50,United-States,>50K
27,Private,132561,Some-college,10,Divorced,Sales,Not-in-family,White,Male,4,0,50,United-States,<=50K
17,Private,189109,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,1,33,?,<=50K
32,Private,30687,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
78,Self-emp-inc,261783,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,6,0,20,United-States,<=50K
37,Private,105699,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,0,51,India,>50K
17,Private,207778,10th,10,Never-married,Other-service,Own-child,Black,Male,23,0,12,United-States,<=50K
34,Private,173690,11th,7,Separated,Other-service,Unmarried,White,Male,0,0,24,United-States,<=50K
31,Self-emp-inc,58968,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,4,0,34,United-States,<=50K
51,Self-emp-inc,263249,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,0,48,United-States,>50K
27,Private,202138,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,13,0,40,United-States,<=50K
19,Private,199664,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,12,0,47,United-States,<=50K
62,Local-gov,187827,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,15,0,80,United-States,>50K
30,Private,258963,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,2,0,40,United-States,<=50K
24,Private,142306,11th,7,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,11,0,40,Philippines,<=50K
29,Private,192916,11th,5,Never-married,Adm-clerical,Not-in-family,White,Male,3,0,40,United-States,<=50K
27,Private,224888,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,3316,0,36,Mexico,<=50K
55,Self-emp-inc,50470,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,15134,0,51,United-States,>50K
23,Private,162786,HS-grad,9,Never-married,Armed-Forces,Unmarried,White,Male,3,0,35,United-States,<=50K
30,Private,211140,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3813,0,47,?,<=50K
28,Local-gov,224949,Bachelors,13,Never-married,Other-service,Own-child,Black,Male,0,0,40,?,<=50K
30,Private,316341,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,44,0,52,Dominican-Republic,<=50K
40,Federal-gov,124520,11th,7,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,3380,0,40,United-States,>50K
42,Private,264039,Masters,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,17,0,50,United-States,>50K
27,Private,110385,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
73,Self-emp-not-inc,27870,Some-college,10,Divorced,Farming-fishing,Own-child,White,Male,12,0,47,United-States,<=50K
52,Federal-gov,195600,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,18,0,47,United-States,<=50K
44,Private,172373,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,19,1803,53,Mexico,>50K
33,Federal-gov,110724,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,3,0,40,India,<=50K
26,Private,203359,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,19,0,36,United-States,<=50K
46,Private,175029,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Female,15029,0,48,United-States,>50K
30,Private,151008,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,18,0,40,United-States,<=50K
28,Private,60867,Some-college,9,Widowed,Adm-clerical,Not-in-family,White,Female,13,0,33,United-States,<=50K
25,Self-emp-inc,180625,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,26,0,22,United-States,<=50K
63,Local-gov,140932,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2,0,40,United-States,>50K
32,Private,49681,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,34,Nicaragua,<=50K
27,State-gov,110593,Some-college,10,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,19,?,<=50K
59,Private,83633,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50K
36,Federal-gov,113320,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,4,1,40,United-States,>50K
18,Private,356214,11th,7,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,11,0,40,United-States,<=50K
17,Private,173437,11th,7,Divorced,Craft-repair,Unmarried,Other,Male,23,0,40,United-States,<=50K
17,Private,90880,11th,7,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
29,Private,114650,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Female,9,0,46,United-States,<=50K
64,Private,137623,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,21,0,51,United-States,>50K
46,Self-emp-inc,227630,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,19,0,60,?,<=50K
42,Private,183666,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Male,14,0,45,United-States,<=50K
38,Private,139018,7th-8th,9,Divorced,Adm-clerical,Not-in-family,White,Female,7,0,35,Puerto-Rico,>50K
22,Private,111414,HS-grad,9,Never-married,Other-service,Wife,White,Female,13,0,21,United-States,<=50K
40,Private,187883,Assoc-voc,13,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,50,Mexico,>50K
37,Local-gov,39968,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,0,0,40,?,>50K
60,Self-emp-not-inc,153581,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,33,United-States,<=50K
48,Private,97164,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,5,0,50,Peru,>50K
59,Private,133752,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,3969,0,51,United-States,>50K
39,Private,271572,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Female,8,0,49,United-States,<=50K
72,Private,117455,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,1,0,36,United-States,<=50K
27,Self-emp-not-inc,262571,Bachelors,13,Married-civ-spouse,Farming-fishing,Own-child,White,Male,11,0,50,United-States,<=50K
31,?,143091,Some-college,10,Never-married,?,Other-relative,White,Female,1,0,23,United-States,<=50K
44,Federal-gov,106859,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,3158,0,60,United-States,>50K
62,Private,111192,Prof-school,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,48,United-States,>50K
24,Private,130390,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,25,Poland,<=50K
42,Private,371427,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,51,United-States,>50K
32,Private,185735,Some-college,10,Never-married,Other-service,Own-child,Black,Female,10,0,33,United-States,<=50K
29,Private,133663,Prof-school,4,Married-civ-spouse,Other-service,Husband,White,Male,9,0,25,Canada,>50K
39,Private,102788,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,45,United-States,>50K
54,Self-emp-inc,180164,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
23,Private,481795,HS-grad,4,Never-married,Other-service,Unmarried,Black,Female,23,0,40,United-States,<=50K
19,Private,96780,Some-college,10,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,20,0,67,United-States,<=50K
68,Self-emp-not-inc,148312,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States,>50K
52,?,175580,10th,5,Widowed,?,Unmarried,White,Female,0,1,40,United-States,<=50K
42,Local-gov,191358,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15115,0,50,United-States,>50K
32,Private,254958,Preschool,10,Never-married,Craft-repair,Not-in-family,White,Male,13,0,40,United-States,<=50K
40,Self-emp-inc,238275,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,11,0,50,United-States,<=50K
42,State-gov,189320,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,11,0,26,?,>50K
22,Private,29586,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,19,United-States,<=50K
41,Private,430143,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,18,0,51,United-States,<=50K
29,?,189485,7th-8th,4,Never-married,?,Not-in-family,Black,Male,0,1808,40,United-States,<=50K
42,Local-gov,301599,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,25,0,49,United-States,<=50K
37,State-gov,152689,Masters,14,Never-married,?,Other-relative,Black,Female,21,0,36,United-States,<=50K
46,Private,438508,5th-6th,4,Widowed,?,Unmarried,Black,Female,0,0,26,Hong,<=50K
21,Private,566478,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
64,Local-gov,286956,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7780,0,49,United-States,>50K
28,Private,193967,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,18,0,52,United-States,>50K
37,?,145298,Some-college,10,Separated,Farming-fishing,Own-child,White,Female,9,1,20,United-States,<=50K
29,Private,194875,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,48,United-States,<=50K
30,Private,163590,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,12,0,54,Mexico,<=50K
22,Self-emp-not-inc,166173,Some-college,10,Never-married,Other-service,Own-child,White,Male,11,0,24,United-States,<=50K
34,Private,92590,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,2,0,23,United-States,<=50K
17,Private,428587,11th,7,Never-married,Other-service,Own-child,White,Male,11,0,20,United-States,<=50K
28,Private,126500,Doctorate,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,15,0,38,India,<=50K
56,State-gov,249836,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,19,0,40,United-States,<=50K
50,Private,223942,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,4501,0,40,?,>50K
39,Private,123829,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,50,United-States,<=50K
27,Private,299577,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,13,0,22,United-States,<=50K
55,Private,216541,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7,0,40,United-States,>50K
33,Private,305313,Some-college,10,Divorced,Adm-clerical,Not-in-family,Other,Female,24,0,34,United-States,<=50K
61,Local-gov,181910,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7766,1827,52,United-States,>50K
41,Local-gov,180355,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,18,0,40,United-States,>50K
42,Private,295889,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4047,0,60,?,>50K
77,Private,286954,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,50,United-States,>50K
40,Private,140759,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,23,0,49,United-States,<=50K
64,Private,180930,12th,13,Married-civ-spouse,Craft-repair,Husband,White,Male,17,0,40,United-States,>50K
26,Federal-gov,23617,Assoc-acdm,12,Divorced,Tech-support,Unmarried,White,Female,2,0,40,United-States,<=50K
51,?,155596,HS-grad,9,Married-spouse-absent,?,Unmarried,Black,Female,3,0,40,Cuba,<=50K
29,Private,410686,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,46,?,>50K
26,?,247418,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,5,0,50,Laos,<=50K
55,?,184037,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,35,United-States,<=50K
44,Self-emp-not-inc,151581,Some-college,10,Divorced,Farming-fishing,Own-child,White,Male,3,0,27,United-States,<=50K
39,Private,164285,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1,0,45,?,<=50K
38,Local-gov,170189,12th,7,Widowed,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,151750,10th,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,2,1796,76,?,<=50K
17,Private,173459,11th,7,Never-married,Other-service,Unmarried,White,Female,28,0,37,United-States,<=50K
29,Private,19226,Prof-school,5,Never-married,Sales,Unmarried,White,Female,15,0,53,Portugal,<=50K
37,Private,122805,HS-grad,9,Divorced,Other-service,Other-relative,Black,Female,5,0,40,United-States,<=50K
26,Federal-gov,267528,Assoc-voc,11,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28,Private,177761,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1,52,Poland,>50K
20,Private,27251,10th,7,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,34,United-States,<=50K
48,Private,88610,Masters,14,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,5,0,33,?,<=50K
32,Private,235428,Some-college,10,Never-married,Sales,Own-child,White,Male,20,0,22,United-States,<=50K
47,State-gov,111059,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,15,0,40,United-States,>50K
29,Private,206861,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Male,2,0,49,Cuba,>50K
44,Private,232722,HS-grad,9,Widowed,Transport-moving,Unmarried,Black,Male,4,0,40,United-States,<=50K
27,Private,145315,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5,0,50,United-States,<=50K
17,Private,304953,12th,8,Never-married,Other-service,Own-child,White,Male,0,1,23,United-States,<=50K
50,Private,457534,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,35,0,51,United-States,>50K
26,Private,410208,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,7,0,51,United-States,<=50K
25,Private,177502,12th,13,Never-married,Other-service,Not-in-family,White,Male,0,0,43,?,<=50K
20,Local-gov,24041,Assoc-voc,11,Never-married,Other-service,Own-child,Black,Female,0,0,35,United-States,<=50K
39,Private,169921,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,193715,Assoc-acdm,10,Married-civ-spouse,Transport-moving,Husband,White,Male,28,0,49,United-States,>50K
57,Private,273653,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,51,United-States,<=50K
41,Local-gov,397378,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,7,0,24,United-States,<=50K
25,Private,39376,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,21,0,40,United-States,<=50K
68,Self-emp-not-inc,164202,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,50,United-States,<=50K
35,Private,239458,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,27,0,52,United-States,>50K
17,Private,101424,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
18,Private,271052,Doctorate,7,Never-married,Prof-specialty,Own-child,White,Male,28,0,38,United-States,<=50K
30,Private,121467,Assoc-voc,11,Divorced,Prof-specialty,Other-relative,White,Female,0,0,51,United-States,<=50K
74,Private,31890,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,12,0,40,United-States,>50K
19,Private,237546,7th-8th,4,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
45,Private,196325,11th,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,<=50K
27,Private,231591,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,49,United-States,>50K
19,Private,122190,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
50,Private,101767,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,?,281038,Assoc-voc,10,Never-married,?,Own-child,Black,Female,16,0,25,United-States,<=50K
41,Private,122968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,6,1,34,United-States,<=50K
44,Private,69483,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,29,0,51,United-States,>50K
37,Private,125087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,19,1762,45,United-States,<=50K
48,Private,355458,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,14,0,52,United-States,<=50K
41,Private,337420,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,16,1812,52,Canada,>50K
44,Local-gov,193153,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7764,0,48,United-States,>50K
31,Private,63823,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,61,United-States,<=50K
26,Private,189263,12th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Vietnam,<=50K
41,Local-gov,77672,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,13,0,40,United-States,>50K
46,Private,204943,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7814,0,52,United-States,>50K
35,Self-emp-not-inc,35812,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,16,0,37,United-States,<=50K
37,Private,233653,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,8045,0,49,United-States,>50K
75,Self-emp-inc,22127,Some-college,10,Divorced,Exec-managerial,Own-child,White,Male,2,0,48,United-States,<=50K
28,Private,269742,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,26,1,21,United-States,<=50K
27,Self-emp-not-inc,149608,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,22,0,40,United-States,>50K
41,Private,118385,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Male,13,0,50,United-States,>50K
42,Private,265051,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,30,0,60,United-States,>50K
21,Private,82749,10th,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,34,United-States,<=50K
61,Private,181942,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,3736,1824,49,United-States,>50K
25,Self-emp-inc,13492,Some-college,10,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0,0,22,United-States,<=50K
50,State-gov,271637,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,40,United-States,<=50K
51,Private,105019,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,5,0,50,United-States,<=50K
19,Private,97960,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,33,0,47,United-States,<=50K
67,Federal-gov,35495,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,10,0,40,United-States,>50K
46,Private,110772,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,13,0,33,United-States,<=50K
40,Private,53315,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4384,0,55,United-States,>50K
45,Private,182024,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,14,0,36,United-States,<=50K
45,Self-emp-inc,109815,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,19,0,61,United-States,>50K
17,Private,181397,12th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,24,United-States,<=50K
49,Local-gov,351933,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
66,Self-emp-inc,203102,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,0,49,United-States,>50K
25,Private,194484,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,6,0,40,?,<=50K
27,Private,266221,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,11,0,22,United-States,<=50K
27,Private,212755,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,14,0,40,United-States,<=50K
44,Private,160435,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,19,0,50,?,<=50K
51,Local-gov,225276,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Male,3,0,40,United-States,<=50K
69,Private,351234,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,21,0,49,United-States,>50K
50,Private,340113,5th-6th,4,Never-married,Other-service,Unmarried,Black,Female,0,0,12,United-States,<=50K
30,State-gov,236221,Some-college,10,Divorced,Farming-fishing,Other-relative,White,Male,9,0,40,United-States,<=50K
47,Private,83742,Some-college,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,7710,0,47,United-States,>50K
44,Private,162043,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,13,0,40,?,<=50K
19,?,101677,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,36,United-States,<=50K
46,Private,99998,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,9,0,49,?,<=50K
37,Private,196975,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,11,0,40,United-States,>50K
30,Local-gov,271272,HS-grad,9,Separated,Adm-clerical,Other-relative,Black,Male,1,0,36,United-States,<=50K
41,Private,97639,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,8,0,53,United-States,<=50K
23,Private,203378,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
26,Self-emp-not-inc,129267,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,0,51,Germany,<=50K
51,Private,64811,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,10,0,40,United-States,<=50K
37,Private,82812,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Private,164491,5th-6th,4,Separated,Other-service,Unmarried,White,Female,10,0,33,United-States,<=50K
48,Local-gov,158079,Masters,14,Divorced,Adm-clerical,Wife,White,Female,7520,0,48,United-States,>50K
24,Private,192403,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,52,United-States,<=50K
36,Self-emp-inc,33810,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,27,0,61,United-States,>50K
30,State-gov,45688,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,3,0,50,United-States,<=50K
47,Private,24817,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Greece,<=50K
30,Local-gov,217457,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,1752,40,India,<=50K
29,Private,265243,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,235193,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,14,0,48,?,<=50K
22,Private,338773,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,4403,0,40,United-States,<=50K
60,Private,111313,Assoc-acdm,5,Married-civ-spouse,Craft-repair,Husband,White,Male,13,0,50,Mexico,>50K
17,Private,371017,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,37,United-States,<=50K
38,Private,199272,Bachelors,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,50,?,<=50K
30,Private,70356,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,Vietnam,<=50K
28,Private,117186,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,49,United-States,<=50K
58,Private,49512,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,24,United-States,>50K
33,Private,348028,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,3079,0,50,United-States,<=50K
28,Private,300494,9th,4,Never-married,Other-service,Unmarried,Black,Male,3,0,53,United-States,<=50K
38,State-gov,44185,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,0,48,United-States,>50K
17,Private,187132,11th,8,Never-married,Craft-repair,Own-child,White,Male,18,0,36,United-States,<=50K
51,Private,62333,Masters,10,Married-civ-spouse,Protective-serv,Husband,White,Male,9,0,40,United-States,>50K
27,Private,265223,Masters,14,Never-married,Transport-moving,Unmarried,Black,Male,2,0,40,United-States,<=50K
63,Private,177174,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,10,1,40,Hong,>50K
64,Self-emp-not-inc,221241,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3984,0,53,United-States,>50K
24,Local-gov,27366,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,15,0,26,United-States,<=50K
18,Private,194798,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
48,Private,179300,Assoc-acdm,7,Widowed,Farming-fishing,Own-child,White,Male,23,0,20,?,<=50K
54,Private,40574,Prof-school,15,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,25,India,<=50K
22,Private,201968,9th,4,Never-married,Other-service,Own-child,Black,Male,25,0,40,Canada,<=50K
53,Self-emp-inc,193334,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7671,0,72,United-States,>50K
30,Private,284780,9th,4,Never-married,Craft-repair,Own-child,Other,Male,0,0,40,Canada,<=50K
24,Private,139322,HS-grad,9,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,8,0,61,?,<=50K
40,Private,182761,Assoc-acdm,12,Never-married,Exec-managerial,Other-relative,White,Male,15397,0,50,Germany,>50K
21,Private,53597,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Female,0,0,36,United-States,<=50K
42,Private,237804,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4405,0,40,United-States,<=50K
43,Self-emp-not-inc,50068,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,13,0,24,United-States,<=50K
52,?,82872,Assoc-voc,11,Married-spouse-absent,?,Unmarried,White,Female,1,1,37,United-States,<=50K
17,?,271514,9th,4,Never-married,?,Own-child,Black,Male,0,0,40,Mexico,<=50K
52,Private,203460,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,1732,50,United-States,>50K
26,Private,428068,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Male,13,0,40,United-States,<=50K
